"","pl_name","hostname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","pl_orbper","pl_orbsmax","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_spectype","st_teff","st_rad","st_mass","st_met","st_logg","rastr","ra","decstr","dec","sy_dist","sy_vmagerr2","sy_kmag","sy_gaiamag","pl_pubdate"
"922","TOI-561 e","TOI-561",1,4,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",77.03,0.33,0.227,13.6,0.04279,"Mass",NA,NA,NA,0,"",5326,0.83,0.81,-0.41,4.5,"09h52m44.44s",148.1851516,"+06d12m57.97s",6.216103,85.799,-0.006,8.394,10.0128,"2023-03"
"923","TOI-564 b","TOI-564",1,1,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1.6511442,NA,NA,NA,NA,"",0.072,NA,NA,0,"",5640,1.09,1,0.143,4.36,"08h41m10.84s",130.2951535,"-16d02m10.78s",-16.0363275,199.581,-0.014,9.604,11.1424,"2023-03"
"924","TOI-5678 b","TOI-5678",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",47.73022,0.249,0.438,20,0.06293,"Mass",0.14,NA,513,0,"G7 V",5485,0.94,0.91,0,4.34,"03h09m32.20s",47.3841872,"-34d11m54.53s",-34.1984808,165.393,-0.012,9.563,11.1483,"2023-06"
"925","TOI-5704 b","TOI-5704",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.771116,NA,0.288,NA,NA,"",NA,NA,949,0,"",4590,0.76,0.73,0.428,4.54,"11h19m17.97s",169.8248694,"+44d59m20.68s",44.9890782,89.637,-0.046,9.021,11.2746,"2023-01"
"926","TOI-5799 b","TOI-5799",1,1,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",4.164753,0.0352,0.145,NA,NA,"",NA,11.91,518,0,"",3514,0.33,0.34,-0.08,4.93,"20h06m31.24s",301.630179,"+15d59m20.91s",15.9891418,27.8123,-0.077,8.952,12.3212,"2023-11"
"927","TOI-5803 b","TOI-5803",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.38305,NA,0.292,NA,NA,"",NA,NA,679,0,"",5134,0.76,0.87,NA,4.61,"21h48m59.70s",327.2487497,"+06d16m41.44s",6.2781777,84.0126,-0.011,8.684,10.4782,"2023-01"
"928","TOI-615 b","TOI-615",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.6615983,0.0678,1.693,138.25536,0.435,"Mass",0.39,1286,1666,0,"F2 V",6850,1.73,1.45,-0.1,4.2,"08h53m38.09s",133.4086892,"-40d32m37.32s",-40.543701,360.408,-0.008,9.669,10.5775,"2023-07"
"929","TOI-622 b","TOI-622",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.402513,0.0708,0.824,96.30201,0.303,"Mass",0.42,602,1388,0,"F6 V",6400,1.42,1.31,0.09,4.2,"08h21m13.21s",125.3050544,"-46d29m03.47s",-46.4842959,123.297,-0.002,7.858,8.89103,"2023-07"
"930","TOI-640 b","TOI-640",1,1,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",5.0037904,NA,NA,NA,NA,"",0.05,NA,NA,0,"",6460,2.08,1.54,0.072,3.99,"06h38m56.30s",99.7345935,"-36d38m46.07s",-36.64613,341.997,-0.006,9.243,10.4006,"2023-03"
"931","TOI-669 b","TOI-669",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.94515,0.047,0.232,9.8,0.03083,"Mass",0.23,388.2,1235,0,"",5600,0.99,0.9,-0.06,NA,"10h35m36.17s",158.9007013,"-05d10m52.94s",-5.1813735,142.867,-0.009,9.134,10.6364,"2023-10"
"932","TOI-672 b","TOI-672",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.633575,NA,0.469,NA,NA,"",NA,NA,676,0,"",3765,0.54,0.54,-0.71,4.7,"11h11m57.81s",167.9908627,"-39d19m41.21s",-39.3281151,66.9071,-0.026,9.507,12.7364,"2023-01"
"933","TOI-674 b","TOI-674",1,1,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1.9771642,NA,NA,NA,NA,"",NA,NA,NA,0,"M2 V",3514,0.42,0.42,0.17,4.81,"10h58m20.77s",164.5865592,"-36d51m29.19s",-36.8581092,46.0851,-0.041,9.469,13.0914,"2023-03"
"934","TOI-677 b","TOI-677",1,1,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",11.2366063,NA,NA,NA,NA,"",0.435,NA,NA,0,"F8",6295,1.28,1.18,0,4.29,"09h36m28.65s",144.1193594,"-50d27m47.14s",-50.4630933,141.812,-0.004,8.429,9.66082,"2023-03"
"935","TOI-700 b","TOI-700",1,4,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",9.977219,0.0677,0.082,NA,NA,"",0.075,4.98,NA,0,"M2.5 V",3459,0.42,0.41,-0.07,4.81,"06h28m22.97s",97.0957165,"-65d34m43.01s",-65.5786149,31.1265,-0.069,8.634,12.0665,"2023-01"
"936","TOI-700 c","TOI-700",1,4,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",16.051115,NA,NA,NA,NA,"",0.078,NA,NA,0,"M2 V",3480,0.42,0.42,-0.07,4.81,"06h28m22.97s",97.0957165,"-65d34m43.01s",-65.5786149,31.1265,-0.069,8.634,12.0665,"2023-03"
"938","TOI-700 d","TOI-700",1,4,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",37.42396,0.1633,0.096,NA,NA,"",0.042,0.85,NA,0,"M2.5 V",3459,0.42,0.41,-0.07,4.81,"06h28m22.97s",97.0957165,"-65d34m43.01s",-65.5786149,31.1265,-0.069,8.634,12.0665,"2023-01"
"939","TOI-700 e","TOI-700",1,4,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",27.80978,0.134,0.085,NA,NA,"",0.059,1.27,NA,0,"M2.5 V",3459,0.42,0.41,-0.07,4.81,"06h28m22.97s",97.0957165,"-65d34m43.01s",-65.5786149,31.1265,-0.069,8.634,12.0665,"2023-01"
"940","TOI-715 b","TOI-715",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",19.288004,0.083,0.138,NA,NA,"",NA,0.67,234,0,"M4",3075,0.24,0.23,-0.25,5,"07h35m24.56s",113.8523276,"-73d34m38.67s",-73.5774089,42.4048,-1.133,10.917,14.894,"2023-05"
"941","TOI-733 b","TOI-733",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.884765,0.0618,0.178,5.72,0.018,"Mass",0.046,207.1,1056,0,"G",5585,0.95,0.96,-0.04,4.47,"10h37m38.24s",159.4093183,"-40d53m17.73s",-40.888259,75.2092,-0.003,7.845,9.28881,"2023-04"
"942","TOI-771 b","TOI-771",1,1,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",2.326021,0.0207,0.127,NA,NA,"",NA,12.86,527,0,"",3201,0.24,0.22,0.12,5.01,"10h56m27.33s",164.1138903,"-72d59m06.62s",-72.9851736,25.2788,-0.08,9.664,13.3671,"2023-11"
"943","TOI-776 b","TOI-776",1,2,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",8.24663,NA,NA,NA,NA,"",0.06,NA,NA,0,"M1 V",3709,0.54,0.54,-0.2,4.73,"11h54m18.72s",178.577997,"-37d33m12.08s",-37.5533568,27.1701,-0.041,7.615,10.7409,"2023-03"
"944","TOI-776 c","TOI-776",1,2,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",15.66534,NA,NA,NA,NA,"",0.04,NA,NA,0,"M1 V",3709,0.54,0.54,-0.2,4.73,"11h54m18.72s",178.577997,"-37d33m12.08s",-37.5533568,27.1701,-0.041,7.615,10.7409,"2023-03"
"945","TOI-778 b","TOI-778",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.633611,0.06,1.37,878,2.8,"Mass",0.21,NA,1561,0,"F3 V",6643,1.71,1.4,0,4.05,"13h17m20.12s",199.3338503,"-15d16m25.34s",-15.2737046,161.743,-0.003,8.055,8.99436,"2023-05"
"946","TOI-784 b","HD 307842",1,1,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.7970365,0.038,0.172,9.67,0.03043,"Mass",0,NA,NA,0,"G",5558,0.91,0.91,-0.13,4.48,"10h37m21.89s",159.3412205,"-63d39m20.49s",-63.6556923,64.5997,-0.003,7.64,9.23501,"2023-07"
"947","TOI-824 b","TOI-824",1,1,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1.392975,NA,NA,NA,NA,"",NA,NA,NA,0,"K4 V",4600,0.69,0.71,-0.092,4.61,"14h48m39.71s",222.1654705,"-57d35m19.92s",-57.5888666,63.9262,-0.015,8.432,10.7616,"2023-03"
"948","TOI-836 b","TOI-836",1,2,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.81673,0.0422,0.152,4.53,0.01425,"Mass",0.053,78.84,871,0,"K V",4552,0.67,0.68,-0.284,4.74,"15h00m19.17s",225.0798831,"-24d27m15.13s",-24.4542022,27.5024,-0.03,6.804,9.40475,"2023-02"
"949","TOI-836 c","TOI-836",1,2,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",8.59545,0.075,0.231,9.6,0.0302,"Mass",0.078,26.71,665,1,"K V",4552,0.67,0.68,-0.284,4.74,"15h00m19.17s",225.0798831,"-24d27m15.13s",-24.4542022,27.5024,-0.03,6.804,9.40475,"2023-02"
